,title,date,article_id,url,main_topic,all_topics,authors,year
762,A Neural Attention Model for Abstractive Sentence Summarization,2015-09-02 13:20:40+00:00,1509.00685v2,http://arxiv.org/abs/1509.00685v2,cs.CL,cs.CL;cs.AI,Alexander M. Rush;Sumit Chopra;Jason Weston,2015
763,Unsupervised Text Summarization via Mixed Model Back-Translation,2019-08-22 19:07:34+00:00,1908.08566v1,http://arxiv.org/abs/1908.08566v1,cs.CL,cs.CL,Yacine Jernite,2019
764,JSSS: free Japanese speech corpus for summarization and simplification,2020-10-05 05:46:10+00:00,2010.01793v1,http://arxiv.org/abs/2010.01793v1,eess.AS,eess.AS;cs.SD,Shinnosuke Takamichi;Mamoru Komachi;Naoko Tanji;Hiroshi Saruwatari,2020
765,Towards Supervised Extractive Text Summarization via RNN-based Sequence Classification,2019-11-13 15:51:23+00:00,1911.06121v1,http://arxiv.org/abs/1911.06121v1,cs.CL,cs.CL,Eduardo Brito;Max Lübbering;David Biesner;Lars Patrick Hillebrand;Christian Bauckhage,2019
766,MLSUM: The Multilingual Summarization Corpus,2020-04-30 15:58:34+00:00,2004.14900v1,http://arxiv.org/abs/2004.14900v1,cs.CL,cs.CL,Thomas Scialom;Paul-Alexis Dray;Sylvain Lamprier;Benjamin Piwowarski;Jacopo Staiano,2020
767,Searching for Effective Multilingual Fine-Tuning Methods: A Case Study in Summarization,2022-12-12 07:37:45+00:00,2212.05740v1,http://arxiv.org/abs/2212.05740v1,cs.CL,cs.CL,Yiwei Qin;Graham Neubig;Pengfei Liu,2022
768,Summarizing Indian Languages using Multilingual Transformers based Models,2023-03-29 13:05:17+00:00,2303.16657v1,http://arxiv.org/abs/2303.16657v1,cs.CL,cs.CL,Dhaval Taunk;Vasudeva Varma,2023
769,LawSum: A weakly supervised approach for Indian Legal Document Summarization,2021-10-04 04:54:50+00:00,2110.01188v3,http://arxiv.org/abs/2110.01188v3,cs.CL,cs.CL;cs.AI;cs.IR,Vedant Parikh;Vidit Mathur;Parth Mehta;Namita Mittal;Prasenjit Majumder,2021
770,An Enhanced Method For Evaluating Automatic Video Summaries,2014-01-14 09:30:44+00:00,1401.3590v3,http://arxiv.org/abs/1401.3590v3,cs.CV,cs.CV;cs.IR,Karim M. Mahmoud,2014
771,Improving Semantic Relevance for Sequence-to-Sequence Learning of Chinese Social Media Text Summarization,2017-06-08 07:05:56+00:00,1706.02459v1,http://arxiv.org/abs/1706.02459v1,cs.CL,cs.CL,Shuming Ma;Xu Sun;Jingjing Xu;Houfeng Wang;Wenjie Li;Qi Su,2017
772,Automatic skin lesion segmentation with fully convolutional-deconvolutional networks,2017-03-15 14:18:23+00:00,1703.05165v2,http://arxiv.org/abs/1703.05165v2,cs.CV,cs.CV,Yading Yuan,2017
773,Automatic Skin Lesion Segmentation Using Deep Fully Convolutional Networks,2018-07-17 14:24:37+00:00,1807.06466v1,http://arxiv.org/abs/1807.06466v1,cs.CV,cs.CV,Hongming Xu;Tae Hyun Hwang,2018
774,Leveraging Pretrained Models for Automatic Summarization of Doctor-Patient Conversations,2021-09-24 20:18:59+00:00,2109.12174v1,http://arxiv.org/abs/2109.12174v1,cs.CL,cs.CL;cs.LG,Longxiang Zhang;Renato Negrinho;Arindam Ghosh;Vasudevan Jagannathan;Hamid Reza Hassanzadeh;Thomas Schaaf;Matthew R. Gormley,2021
775,Leveraging web resources for keyword assignment to short text documents,2017-06-19 14:29:19+00:00,1706.05985v1,http://arxiv.org/abs/1706.05985v1,cs.IR,cs.IR;cs.DL,Ayush Singhal;Ravindra Kasturi;Ankit Sharma;Jaideep Srivastava,2017
776,Identification of Rhetorical Roles of Sentences in Indian Legal Judgments,2019-11-13 11:21:20+00:00,1911.05405v1,http://arxiv.org/abs/1911.05405v1,cs.IR,cs.IR,Paheli Bhattacharya;Shounak Paul;Kripabandhu Ghosh;Saptarshi Ghosh;Adam Wyner,2019
777,Q-learning with Language Model for Edit-based Unsupervised Summarization,2020-10-09 05:47:00+00:00,2010.04379v1,http://arxiv.org/abs/2010.04379v1,cs.CL,cs.CL,Ryosuke Kohita;Akifumi Wachi;Yang Zhao;Ryuki Tachibana,2020
778,WikiAsp: A Dataset for Multi-domain Aspect-based Summarization,2020-11-16 10:02:52+00:00,2011.07832v1,http://arxiv.org/abs/2011.07832v1,cs.CL,cs.CL,Hiroaki Hayashi;Prashant Budania;Peng Wang;Chris Ackerson;Raj Neervannan;Graham Neubig,2020
779,Improving Factual Consistency of Abstractive Summarization on Customer Feedback,2021-06-30 16:34:36+00:00,2106.16188v1,http://arxiv.org/abs/2106.16188v1,cs.CL,cs.CL;cs.LG,Yang Liu;Yifei Sun;Vincent Gao,2021
780,UniMS: A Unified Framework for Multimodal Summarization with Knowledge Distillation,2021-09-13 09:36:04+00:00,2109.05812v2,http://arxiv.org/abs/2109.05812v2,cs.CL,cs.CL,Zhengkun Zhang;Xiaojun Meng;Yasheng Wang;Xin Jiang;Qun Liu;Zhenglu Yang,2021
781,Review of Text Style Transfer Based on Deep Learning,2020-05-06 15:35:53+00:00,2005.02914v3,http://arxiv.org/abs/2005.02914v3,cs.CL,cs.CL;cs.LG,Xiangyang Li;Guo Pu;Keyu Ming;Pu Li;Jie Wang;Yuxuan Wang,2020
782,HEGEL: Hypergraph Transformer for Long Document Summarization,2022-10-09 00:32:50+00:00,2210.04126v1,http://arxiv.org/abs/2210.04126v1,cs.CL,cs.CL,Haopeng Zhang;Xiao Liu;Jiawei Zhang,2022
783,Z-Code++: A Pre-trained Language Model Optimized for Abstractive Summarization,2022-08-21 01:00:54+00:00,2208.09770v1,http://arxiv.org/abs/2208.09770v1,cs.CL,"cs.CL;cs.AI;cs.CL, cs.GL;I.2; I.7",Pengcheng He;Baolin Peng;Liyang Lu;Song Wang;Jie Mei;Yang Liu;Ruochen Xu;Hany Hassan Awadalla;Yu Shi;Chenguang Zhu;Wayne Xiong;Michael Zeng;Jianfeng Gao;Xuedong Huang,2022
784,Improving the Factual Accuracy of Abstractive Clinical Text Summarization using Multi-Objective Optimization,2022-04-02 07:59:28+00:00,2204.00797v1,http://arxiv.org/abs/2204.00797v1,cs.CL,cs.CL,Amanuel Alambo;Tanvi Banerjee;Krishnaprasad Thirunarayan;Mia Cajita,2022
785,Predicting Discourse Trees from Transformer-based Neural Summarizers,2021-04-14 18:10:05+00:00,2104.07058v1,http://arxiv.org/abs/2104.07058v1,cs.CL,cs.CL,Wen Xiao;Patrick Huber;Giuseppe Carenini,2021
786,Very Large Language Model as a Unified Methodology of Text Mining,2022-12-19 06:52:13+00:00,2212.09271v2,http://arxiv.org/abs/2212.09271v2,cs.DB,cs.DB;cs.AI;cs.LG,Meng Jiang,2022
787,Interactive Search and Exploration in Online Discussion Forums Using Multimodal Embeddings,2019-05-07 09:23:12+00:00,1905.02430v1,http://arxiv.org/abs/1905.02430v1,cs.IR,cs.IR;cs.CL;cs.SI,Iva Gornishka;Stevan Rudinac;Marcel Worring,2019
788,DeepCopy: Grounded Response Generation with Hierarchical Pointer Networks,2019-08-28 14:03:44+00:00,1908.10731v1,http://arxiv.org/abs/1908.10731v1,cs.CL,cs.CL;cs.AI;cs.LG,Semih Yavuz;Abhinav Rastogi;Guan-Lin Chao;Dilek Hakkani-Tur,2019
789,BARTpho: Pre-trained Sequence-to-Sequence Models for Vietnamese,2021-09-20 17:14:22+00:00,2109.09701v3,http://arxiv.org/abs/2109.09701v3,cs.CL,cs.CL,Nguyen Luong Tran;Duong Minh Le;Dat Quoc Nguyen,2021
790,"FrugalScore: Learning Cheaper, Lighter and Faster Evaluation Metricsfor Automatic Text Generation",2021-10-16 11:59:48+00:00,2110.08559v1,http://arxiv.org/abs/2110.08559v1,cs.CL,cs.CL,Moussa Kamal Eddine;Guokan Shang;Antoine J. -P. Tixier;Michalis Vazirgiannis,2021
791,Out-of-Distribution Detection and Selective Generation for Conditional Language Models,2022-09-30 16:17:11+00:00,2209.15558v2,http://arxiv.org/abs/2209.15558v2,cs.CL,cs.CL,Jie Ren;Jiaming Luo;Yao Zhao;Kundan Krishna;Mohammad Saleh;Balaji Lakshminarayanan;Peter J. Liu,2022
792,Blind Men and the Elephant: Detecting Evolving Groups In Social News,2013-04-04 22:05:20+00:00,1304.1567v2,http://arxiv.org/abs/1304.1567v2,cs.SI,"cs.SI;cs.IR;physics.soc-ph;91C20, 91D30, 91D10, 68R10, 05C70;H.3.1; I.5.2; G.2.2; J.4",Roja Bandari;Hazhir Rahmandad;Vwani P. Roychowdhury,2013
793,Towards Machine Comprehension of Spoken Content: Initial TOEFL Listening Comprehension Test by Machine,2016-08-23 04:27:41+00:00,1608.06378v1,http://arxiv.org/abs/1608.06378v1,cs.CL,cs.CL,Bo-Hsiang Tseng;Sheng-Syun Shen;Hung-Yi Lee;Lin-Shan Lee,2016
794,Query2Vec: An Evaluation of NLP Techniques for Generalized Workload Analytics,2018-01-17 10:21:49+00:00,1801.05613v2,http://arxiv.org/abs/1801.05613v2,cs.DB,cs.DB;cs.CL,Shrainik Jain;Bill Howe;Jiaqi Yan;Thierry Cruanes,2018
795,Improving Scientific Article Visibility by Neural Title Simplification,2019-04-05 17:44:12+00:00,1904.03172v1,http://arxiv.org/abs/1904.03172v1,cs.IR,cs.IR;cs.CL;cs.LG,Alexander Shvets,2019
796,Building accurate HAV exploiting User Profiling and Sentiment Analysis,2016-09-23 10:35:28+00:00,1609.07302v1,http://arxiv.org/abs/1609.07302v1,cs.CR,cs.CR;cs.CY,Alan Ferrari;Angelo Consoli,2016
797,Sentence-wise Smooth Regularization for Sequence to Sequence Learning,2018-12-12 02:47:11+00:00,1812.04784v1,http://arxiv.org/abs/1812.04784v1,cs.CL,cs.CL,Chengyue Gong;Xu Tan;Di He;Tao Qin,2018
798,Hierarchical Sequence to Sequence Voice Conversion with Limited Data,2019-07-15 07:54:46+00:00,1907.07769v1,http://arxiv.org/abs/1907.07769v1,eess.AS,eess.AS;cs.LG;cs.SD;stat.ML,Praveen Narayanan;Punarjay Chakravarty;Francois Charette;Gint Puskorius,2019
799,Improving Truthfulness of Headline Generation,2020-05-02 16:33:37+00:00,2005.00882v2,http://arxiv.org/abs/2005.00882v2,cs.CL,cs.CL,Kazuki Matsumaru;Sho Takase;Naoaki Okazaki,2020
800,"A Comprehensive Survey on Deep Music Generation: Multi-level Representations, Algorithms, Evaluations, and Future Directions",2020-11-13 08:01:20+00:00,2011.06801v1,http://arxiv.org/abs/2011.06801v1,cs.SD,cs.SD;cs.LG;eess.AS,Shulei Ji;Jing Luo;Xinyu Yang,2020
801,Taxonomic survey of Hindi Language NLP systems,2021-01-30 11:53:56+00:00,2102.00214v1,http://arxiv.org/abs/2102.00214v1,cs.CL,cs.CL;cs.AI,Nikita P. Desai;Prof.;Vipul K. Dabhi,2021
802,Autocorrect in the Process of Translation -- Multi-task Learning Improves Dialogue Machine Translation,2021-03-30 09:12:47+00:00,2103.16189v2,http://arxiv.org/abs/2103.16189v2,cs.CL,cs.CL;68T50;I.2.7,Tao Wang;Chengqi Zhao;Mingxuan Wang;Lei Li;Deyi Xiong,2021
803,Neural Natural Language Processing for Unstructured Data in Electronic Health Records: a Review,2021-07-07 01:50:02+00:00,2107.02975v1,http://arxiv.org/abs/2107.02975v1,cs.CL,cs.CL;cs.AI;68T50;I.2.7,Irene Li;Jessica Pan;Jeremy Goldwasser;Neha Verma;Wai Pan Wong;Muhammed Yavuz Nuzumlalı;Benjamin Rosand;Yixin Li;Matthew Zhang;David Chang;R. Andrew Taylor;Harlan M. Krumholz;Dragomir Radev,2021
804,Overview of ADoBo 2021: Automatic Detection of Unassimilated Borrowings in the Spanish Press,2021-10-29 11:07:59+00:00,2110.15682v1,http://arxiv.org/abs/2110.15682v1,cs.CL,cs.CL,Elena Álvarez Mellado;Luis Espinosa Anke;Julio Gonzalo Arroyo;Constantine Lignos;Jordi Porta Zamorano,2021
805,Repairing the Cracked Foundation: A Survey of Obstacles in Evaluation Practices for Generated Text,2022-02-14 18:51:07+00:00,2202.06935v1,http://arxiv.org/abs/2202.06935v1,cs.CL,cs.CL;cs.AI;cs.LG,Sebastian Gehrmann;Elizabeth Clark;Thibault Sellam,2022
806,Conditional Generation with a Question-Answering Blueprint,2022-07-01 13:10:19+00:00,2207.00397v1,http://arxiv.org/abs/2207.00397v1,cs.CL,cs.CL,Shashi Narayan;Joshua Maynez;Reinald Kim Amplayo;Kuzman Ganchev;Annie Louis;Fantine Huot;Dipanjan Das;Mirella Lapata,2022
807,ArNLI: Arabic Natural Language Inference for Entailment and Contradiction Detection,2022-09-28 09:37:16+00:00,2209.13953v1,http://arxiv.org/abs/2209.13953v1,cs.CL,cs.CL;cs.AI;cs.LG,Khloud Al Jallad;Nada Ghneim,2022
808,Revisiting Grammatical Error Correction Evaluation and Beyond,2022-11-03 07:55:12+00:00,2211.01635v1,http://arxiv.org/abs/2211.01635v1,cs.CL,cs.CL;cs.AI,Peiyuan Gong;Xuebo Liu;Heyan Huang;Min Zhang,2022
809,ILS-SUMM: Iterated Local Search for Unsupervised Video Summarization,2019-12-08 10:30:53+00:00,1912.03650v1,http://arxiv.org/abs/1912.03650v1,cs.CV,cs.CV,Yair Shemer;Daniel Rotman;Nahum Shimkin,2019
810,Adaptive Summaries: A Personalized Concept-based Summarization Approach by Learning from Users' Feedback,2020-12-24 18:27:50+00:00,2012.13387v2,http://arxiv.org/abs/2012.13387v2,cs.AI,cs.AI,Samira Ghodratnama;Mehrdad Zakershahrak;Fariborz Sobhanmanesh,2020
811,TL;DW? Summarizing Instructional Videos with Task Relevance & Cross-Modal Saliency,2022-08-14 04:07:40+00:00,2208.06773v1,http://arxiv.org/abs/2208.06773v1,cs.CV,cs.CV;cs.IR;cs.LG;cs.MM,Medhini Narasimhan;Arsha Nagrani;Chen Sun;Michael Rubinstein;Trevor Darrell;Anna Rohrbach;Cordelia Schmid,2022
812,MMF3: Neural Code Summarization Based on Multi-Modal Fine-Grained Feature Fusion,2022-09-19 12:51:48+00:00,2209.08978v1,http://arxiv.org/abs/2209.08978v1,cs.SE,cs.SE,Zheng Ma;Yuexiu Gao;Lei Lyu;Chen Lyu,2022
813,Interpretable Outlier Summarization,2023-03-11 00:53:49+00:00,2303.06261v2,http://arxiv.org/abs/2303.06261v2,cs.LG,cs.LG;cs.AI;cs.DB,Yu Wang;Lei Cao;Yizhou Yan;Samuel Madden,2023
814,Towards a Unified Multi-Dimensional Evaluator for Text Generation,2022-10-13 17:17:03+00:00,2210.07197v1,http://arxiv.org/abs/2210.07197v1,cs.CL,cs.CL,Ming Zhong;Yang Liu;Da Yin;Yuning Mao;Yizhu Jiao;Pengfei Liu;Chenguang Zhu;Heng Ji;Jiawei Han,2022
815,Speech Aware Dialog System Technology Challenge (DSTC11),2022-12-16 20:30:33+00:00,2212.08704v1,http://arxiv.org/abs/2212.08704v1,cs.AI,cs.AI,Hagen Soltau;Izhak Shafran;Mingqiu Wang;Abhinav Rastogi;Jeffrey Zhao;Ye Jia;Wei Han;Yuan Cao;Aramys Miranda,2022
816,Exploring the Challenges of Open Domain Multi-Document Summarization,2022-12-20 18:41:38+00:00,2212.10526v1,http://arxiv.org/abs/2212.10526v1,cs.CL,cs.CL;cs.AI,John Giorgi;Luca Soldaini;Bo Wang;Gary Bader;Kyle Lo;Lucy Lu Wang;Arman Cohan,2022
817,Modern Methods for Text Generation,2020-09-10 16:17:10+00:00,2009.04968v1,http://arxiv.org/abs/2009.04968v1,cs.CL,cs.CL;cs.LG,Dimas Munoz Montesinos,2020
818,On Training Instance Selection for Few-Shot Neural Text Generation,2021-07-07 12:16:16+00:00,2107.03176v1,http://arxiv.org/abs/2107.03176v1,cs.CL,cs.CL;cs.LG,Ernie Chang;Xiaoyu Shen;Hui-Syuan Yeh;Vera Demberg,2021
819,PRISM: A Rich Class of Parameterized Submodular Information Measures for Guided Subset Selection,2021-02-27 04:53:47+00:00,2103.00128v3,http://arxiv.org/abs/2103.00128v3,cs.CV,cs.CV,Suraj Kothawade;Vishal Kaushal;Ganesh Ramakrishnan;Jeff Bilmes;Rishabh Iyer,2021
820,Learning with fuzzy hypergraphs: a topical approach to query-oriented text summarization,2019-06-22 13:28:32+00:00,1906.09445v1,http://arxiv.org/abs/1906.09445v1,cs.CL,cs.CL;cs.AI,Hadrien Van Lierde;Tommy W. S. Chow,2019
821,Neural Sentence Ordering,2016-07-23 16:22:23+00:00,1607.06952v1,http://arxiv.org/abs/1607.06952v1,cs.CL,cs.CL,Xinchi Chen;Xipeng Qiu;Xuanjing Huang,2016
822,Adversarial NLI for Factual Correctness in Text Summarisation Models,2020-05-24 13:02:57+00:00,2005.11739v1,http://arxiv.org/abs/2005.11739v1,cs.CL,cs.CL;cs.LG,Mario Barrantes;Benedikt Herudek;Richard Wang,2020
823,Generating Concise and Readable Summaries of XML Documents,2009-10-13 14:19:01+00:00,0910.2405v1,http://arxiv.org/abs/0910.2405v1,cs.IR,cs.IR;cs.DB,Maya Ramanath;Kondreddi Sarath Kumar;Georgiana Ifrim,2009
824,"Multi-Document Keyphrase Extraction: Dataset, Baselines and Review",2021-10-03 19:10:28+00:00,2110.01073v2,http://arxiv.org/abs/2110.01073v2,cs.CL,cs.CL,Ori Shapira;Ramakanth Pasunuru;Ido Dagan;Yael Amsterdamer,2021
825,Towards Unsupervised Familiar Scene Recognition in Egocentric Videos,2019-05-10 11:58:10+00:00,1905.04093v1,http://arxiv.org/abs/1905.04093v1,cs.CV,cs.CV,Estefania Talavera;Nicolai Petkov;Petia Radeva,2019
826,Automatic learner summary assessment for reading comprehension,2019-06-18 13:29:04+00:00,1906.07555v1,http://arxiv.org/abs/1906.07555v1,cs.CL,cs.CL,Menglin Xia;Ekaterina Kochmar;Ted Briscoe,2019
827,Multi-Reward Reinforced Summarization with Saliency and Entailment,2018-04-17 19:39:26+00:00,1804.06451v2,http://arxiv.org/abs/1804.06451v2,cs.CL,cs.CL;cs.AI;cs.LG,Ramakanth Pasunuru;Mohit Bansal,2018
828,Query-Specific Knowledge Summarization with Entity Evolutionary Networks,2019-09-29 01:48:32+00:00,1909.13183v1,http://arxiv.org/abs/1909.13183v1,cs.IR,cs.IR;cs.LG;cs.NE,Carl Yang;Lingrui Gan;Zongyi Wang;Jiaming Shen;Jinfeng Xiao;Jiawei Han,2019
829,Generating Informative CVE Description From ExploitDB Posts by Extractive Summarization,2021-01-05 09:52:05+00:00,2101.01431v1,http://arxiv.org/abs/2101.01431v1,cs.LG,cs.LG;cs.IR,Jiamou Sun;Zhenchang Xing;Hao Guo;Deheng Ye;Xiaohong Li;Xiwei Xu;Liming Zhu,2021
830,Mutual Information Alleviates Hallucinations in Abstractive Summarization,2022-10-24 13:30:54+00:00,2210.13210v2,http://arxiv.org/abs/2210.13210v2,cs.CL,cs.CL,Liam van der Poel;Ryan Cotterell;Clara Meister,2022
831,Constructing Contrastive samples via Summarization for Text Classification with limited annotations,2021-04-11 20:13:24+00:00,2104.05094v3,http://arxiv.org/abs/2104.05094v3,cs.CL,cs.CL;cs.LG,Yangkai Du;Tengfei Ma;Lingfei Wu;Fangli Xu;Xuhong Zhang;Bo Long;Shouling Ji,2021
832,MiRANews: Dataset and Benchmarks for Multi-Resource-Assisted News Summarization,2021-09-22 10:58:40+00:00,2109.10650v1,http://arxiv.org/abs/2109.10650v1,cs.CL,cs.CL,Xinnuo Xu;Ondřej Dušek;Shashi Narayan;Verena Rieser;Ioannis Konstas,2021
833,A Hierarchical Neural Autoencoder for Paragraphs and Documents,2015-06-02 20:53:53+00:00,1506.01057v2,http://arxiv.org/abs/1506.01057v2,cs.CL,cs.CL,Jiwei Li;Minh-Thang Luong;Dan Jurafsky,2015
834,"Scrutinizer: A Mixed-Initiative Approach to Large-Scale, Data-Driven Claim Verification",2020-03-14 21:28:43+00:00,2003.06708v1,http://arxiv.org/abs/2003.06708v1,cs.DB,cs.DB,Georgios Karagiannis;Mohammed Saeed;Paolo Papotti;Immanuel Trummer,2020
835,Multi-Topic Multi-Document Summarizer,2014-01-03 13:07:29+00:00,1401.0640v1,http://arxiv.org/abs/1401.0640v1,cs.CL,cs.CL,Fatma El-Ghannam;Tarek El-Shishtawy,2014
836,News Image Steganography: A Novel Architecture Facilitates the Fake News Identification,2021-01-03 11:12:23+00:00,2101.00606v1,http://arxiv.org/abs/2101.00606v1,cs.CV,cs.CV;cs.CR;cs.MM,Jizhe Zhou;Chi-Man Pun;Yu Tong,2021
837,RefSum: Refactoring Neural Summarization,2021-04-15 02:58:41+00:00,2104.07210v1,http://arxiv.org/abs/2104.07210v1,cs.CL,cs.CL,Yixin Liu;Zi-Yi Dou;Pengfei Liu,2021
838,Don't Say What You Don't Know: Improving the Consistency of Abstractive Summarization by Constraining Beam Search,2022-03-16 07:13:52+00:00,2203.08436v1,http://arxiv.org/abs/2203.08436v1,cs.CL,cs.CL,Daniel King;Zejiang Shen;Nishant Subramani;Daniel S. Weld;Iz Beltagy;Doug Downey,2022
839,Probing of Quantitative Values in Abstractive Summarization Models,2022-10-03 00:59:50+00:00,2210.00667v1,http://arxiv.org/abs/2210.00667v1,cs.CL,cs.CL,Nathan M. White,2022
840,Topic Similarity Networks: Visual Analytics for Large Document Sets,2014-09-26 15:11:57+00:00,1409.7591v1,http://arxiv.org/abs/1409.7591v1,cs.CL,cs.CL;cs.HC;cs.IR;cs.SI;stat.ML;I.2.6; I.2.7; H.5.2,Arun S. Maiya;Robert M. Rolfe,2014
841,Exploring text datasets by visualizing relevant words,2017-07-17 16:12:34+00:00,1707.05261v1,http://arxiv.org/abs/1707.05261v1,cs.CL,cs.CL,Franziska Horn;Leila Arras;Grégoire Montavon;Klaus-Robert Müller;Wojciech Samek,2017
842,RaKUn: Rank-based Keyword extraction via Unsupervised learning and Meta vertex aggregation,2019-07-15 12:10:24+00:00,1907.06458v3,http://arxiv.org/abs/1907.06458v3,cs.CL,cs.CL;cs.IR;cs.LG,Blaž Škrlj;Andraž Repar;Senja Pollak,2019
843,Pre-training via Paraphrasing,2020-06-26 14:43:43+00:00,2006.15020v1,http://arxiv.org/abs/2006.15020v1,cs.CL,cs.CL;cs.LG;stat.ML,Mike Lewis;Marjan Ghazvininejad;Gargi Ghosh;Armen Aghajanyan;Sida Wang;Luke Zettlemoyer,2020
844,Weakly Supervised Text Classification using Supervision Signals from a Language Model,2022-05-13 12:57:15+00:00,2205.06604v1,http://arxiv.org/abs/2205.06604v1,cs.CL,cs.CL,Ziqian Zeng;Weimin Ni;Tianqing Fang;Xiang Li;Xinran Zhao;Yangqiu Song,2022
845,Re-Examining System-Level Correlations of Automatic Summarization Evaluation Metrics,2022-04-21 15:52:14+00:00,2204.10216v1,http://arxiv.org/abs/2204.10216v1,cs.CL,cs.CL,Daniel Deutsch;Rotem Dror;Dan Roth,2022
846,CRTS: A type system for representing clinical recommendations,2016-09-06 15:02:03+00:00,1609.01592v1,http://arxiv.org/abs/1609.01592v1,cs.CL,cs.CL;cs.CY,Ravi P Garg;Kalpana Raja;Siddhartha R Jonnalagadda,2016
847,Automatic Generation of Pull Request Descriptions,2019-09-16 04:56:51+00:00,1909.06987v1,http://arxiv.org/abs/1909.06987v1,cs.SE,cs.SE,Zhongxin Liu;Xin Xia;Christoph Treude;David Lo;Shanping Li,2019
848,AttacKG: Constructing Technique Knowledge Graph from Cyber Threat Intelligence Reports,2021-11-13 11:08:39+00:00,2111.07093v2,http://arxiv.org/abs/2111.07093v2,cs.CR,cs.CR,Zhenyuan Li;Jun Zeng;Yan Chen;Zhenkai Liang,2021
849,Document-aware Positional Encoding and Linguistic-guided Encoding for Abstractive Multi-document Summarization,2022-09-13 12:22:38+00:00,2209.05929v1,http://arxiv.org/abs/2209.05929v1,cs.CL,cs.CL,Congbo Ma;Wei Emma Zhang;Pitawelayalage Dasun Dileepa Pitawela;Yutong Qu;Haojie Zhuang;Hu Wang,2022
850,VideoXum: Cross-modal Visual and Textural Summarization of Videos,2023-03-21 17:51:23+00:00,2303.12060v2,http://arxiv.org/abs/2303.12060v2,cs.CV,cs.CV;cs.CL,Jingyang Lin;Hang Hua;Ming Chen;Yikang Li;Jenhao Hsiao;Chiuman Ho;Jiebo Luo,2023
851,Text segmentation on multilabel documents: A distant-supervised approach,2019-04-14 17:32:44+00:00,1904.06730v1,http://arxiv.org/abs/1904.06730v1,cs.CL,cs.CL;cs.AI,Saurav Manchanda;George Karypis,2019
852,Product Review Summarization based on Facet Identification and Sentence Clustering,2011-10-07 04:56:43+00:00,1110.1428v1,http://arxiv.org/abs/1110.1428v1,cs.CL,cs.CL;cs.DL,Duy Khang Ly;Kazunari Sugiyama;Ziheng Lin;Min-Yen Kan,2011
853,Autofolding for Source Code Summarization,2014-03-18 15:29:08+00:00,1403.4503v5,http://arxiv.org/abs/1403.4503v5,cs.SE,cs.SE,Jaroslav Fowkes;Pankajan Chanthirasegaran;Razvan Ranca;Miltiadis Allamanis;Mirella Lapata;Charles Sutton,2014
854,Summary Transfer: Exemplar-based Subset Selection for Video Summarization,2016-03-10 18:59:14+00:00,1603.03369v3,http://arxiv.org/abs/1603.03369v3,cs.CV,cs.CV,Ke Zhang;Wei-Lun Chao;Fei Sha;Kristen Grauman,2016
855,Query-Focused Extractive Video Summarization,2016-07-18 16:49:19+00:00,1607.05177v1,http://arxiv.org/abs/1607.05177v1,cs.CV,cs.CV,Aidean Sharghi;Boqing Gong;Mubarak Shah,2016
856,Live Blog Corpus for Summarization,2018-02-27 13:51:30+00:00,1802.09884v1,http://arxiv.org/abs/1802.09884v1,cs.CL,cs.CL,Avinesh P. V. S.;Maxime Peyrard;Christian M. Meyer,2018
857,Improving Sequential Determinantal Point Processes for Supervised Video Summarization,2018-07-28 16:24:15+00:00,1807.10957v2,http://arxiv.org/abs/1807.10957v2,cs.LG,cs.LG;stat.ML,Aidean Sharghi;Ali Borji;Chengtao Li;Tianbao Yang;Boqing Gong,2018
858,A Convolutional Neural Network for Language-Agnostic Source Code Summarization,2019-03-29 15:53:28+00:00,1904.00805v1,http://arxiv.org/abs/1904.00805v1,cs.CL,cs.CL;cs.LG;stat.ML,Jessica Moore;Ben Gelman;David Slater,2019
859,Video Summarization with Long Short-term Memory,2016-05-26 00:46:35+00:00,1605.08110v2,http://arxiv.org/abs/1605.08110v2,cs.CV,cs.CV;cs.LG,Ke Zhang;Wei-Lun Chao;Fei Sha;Kristen Grauman,2016
860,Discourse Understanding and Factual Consistency in Abstractive Summarization,2019-07-02 10:06:33+00:00,1907.01272v2,http://arxiv.org/abs/1907.01272v2,cs.CL,cs.CL,Saadia Gabriel;Antoine Bosselut;Jeff Da;Ari Holtzman;Jan Buys;Kyle Lo;Asli Celikyilmaz;Yejin Choi,2019
861,Discrete Optimization for Unsupervised Sentence Summarization with Word-Level Extraction,2020-05-04 19:01:55+00:00,2005.01791v1,http://arxiv.org/abs/2005.01791v1,cs.CL,cs.CL,Raphael Schumann;Lili Mou;Yao Lu;Olga Vechtomova;Katja Markert,2020
862,Exploring Content Selection in Summarization of Novel Chapters,2020-05-04 20:45:39+00:00,2005.01840v3,http://arxiv.org/abs/2005.01840v3,cs.CL,cs.CL,Faisal Ladhak;Bryan Li;Yaser Al-Onaizan;Kathleen McKeown,2020
863,Understanding Factuality in Abstractive Summarization with FRANK: A Benchmark for Factuality Metrics,2021-04-27 17:28:07+00:00,2104.13346v2,http://arxiv.org/abs/2104.13346v2,cs.CL,cs.CL,Artidoro Pagnoni;Vidhisha Balachandran;Yulia Tsvetkov,2021
864,Reinforcement Learning for Abstractive Question Summarization with Question-aware Semantic Rewards,2021-07-01 02:06:46+00:00,2107.00176v1,http://arxiv.org/abs/2107.00176v1,cs.CL,cs.CL,Shweta Yadav;Deepak Gupta;Asma Ben Abacha;Dina Demner-Fushman,2021
